t.statistic	t.pvalue	Wilcoxon.statistic	Wilcoxon.pvalue	Gene
81929	6.24980453560359	7.60826291918672e-06	203	2.94869692239319e-05	SEH1L
1844	3.80897583532975	0.00059420523479974	179	0.00398329015092739	DUSP2
51599	-4.73451651980434	0.000107175155555087	25	0.000512835329298066	LSR
10276	-0.240582569497867	0.812191387231772	101	0.802374253372094	NET1
90529	5.19150010134587	1.63097135091162e-05	200	6.75566009597286e-05	STPG1
57185	5.62560720395791	3.27529532872631e-06	197	0.000141486466160941	NIPAL3
476	3.20471992925724	0.00622886384649416	179	0.00398329015092739	ATP1A1
11123	0.120157945835406	0.90555471248783	106	0.953962343355787	RCAN3
8747	0.997677824984262	0.332789033836232	130	0.405799500506037	ADAM21
79036	-7.87235433031544	1.44271394227537e-06	1	1.69953713106236e-07	KXD1
91833	-1.75230805141887	0.108038285067943	65	0.095528517808175	WDR20
55778	0.532439659199351	0.598396082642852	103	0.862469971303316	ZNF839
84879	-2.11623455180969	0.0618673079104881	53	0.030245472645525	MFSD2A
6934	-2.38636508971119	0.037693926409218	57	0.0457487353319323	TCF7L2
122481	-2.01536642563324	0.0522434396047545	65	0.095528517808175	AK7
79912	-1.82059365221646	0.0853169570216932	74	0.192169127738061	PYROXD1
1606	-0.321588869901518	0.75072252531485	89	0.474950352271559	DGKA
54675	-9.32440539453315	1.05520903459821e-10	0	8.49768565531178e-08	CRLS1
8717	-6.88698455041625	8.04753006740814e-07	3	5.94837995871824e-07	TRADD
10250	-2.17642810354262	0.0455606656630773	60	0.0611270820392066	SRRM1
27315	-4.22401713386086	0.00202778937375529	20	0.000178366421904994	PGAP2
7326	-0.37304856478883	0.711512984950199	93	0.576002705663113	UBE2G1
1806	-4.56936990804235	6.52638799519488e-05	51	0.0242874903020162	DPYD
4916	1.02088560135341	0.315280864790034	86	0.405799500506037	NTRK3
10213	-2.85364589898086	0.00991021157800407	49	0.0193323198426908	PSMD14
55219	0.0247556596035706	0.980495016535107	103	0.862469971303316	MACO1
1281	-4.60348969119062	0.000326773392485379	29	0.00108438966647434	COL3A1
56181	-4.36616765856339	0.000171314591575945	30	0.0012932627798819	MTFR1L
646471	-2.05679946492041	0.0525198935056606	66	0.103911144799714	LOC646471
2176	-7.98900070109729	3.14817092810434e-07	6	2.54930569659353e-06	FANCC
2036	1.23778753356907	0.229132040786677	131	0.384100405254629	EPB41L1
149420	2.41546112289775	0.0222033457137546	147	0.13241212755706	PDIK1L
22983	4.17047445392198	0.000249357832173029	142	0.192169127738061	MAST1
91445	-9.21818333320208	1.24000629170329e-10	0	8.49768565531178e-08	RNF185
654	1.17135287167188	0.254612939236976	138	0.252032264012896	BMP6
120526	-0.732039486799858	0.472791586604882	92	0.549855411878575	DNAJC24
91544	-4.16396338497039	0.000219026430081611	39	0.00532923858187223	UBXN11
30820	2.61762901496292	0.0142900845709538	113	0.862469971303316	KCNIP1
440097	-1.6787420922166	0.103069263503816	60	0.0611270820392066	DBX2
50485	-7.01355060462248	4.65872940271027e-07	0	8.49768565531178e-08	SMARCAL1
7073	-3.43712373244138	0.00168820067158952	35	0.002939604398742	TIAL1
55650	-9.66529485438428	5.84962288992327e-08	0	8.49768565531178e-08	PIGV
1983	0.822564292245075	0.419507272295198	115	0.802374253372094	EIF5
84787	-5.01692726847941	0.000256682580035243	15	5.17509056408487e-05	KMT5C
55131	-6.11015750929613	2.30714981917748e-05	6	2.54930569659353e-06	RBM28
644961	-11.4486682510694	6.31196350391455e-12	0	8.49768565531178e-08	ACTG1P20
29106	4.55350434910705	9.14848945528374e-05	156	0.0611270820392066	SCG3
79868	-2.57216140553173	0.0151859560213821	70	0.143095078055492	ALG13
57761	-1.45363065991586	0.158901677627765	76	0.220708859941995	TRIB3
3416	-10.9177666611163	1.7372113025241e-12	0	8.49768565531178e-08	IDE
2327	-1.36988696866919	0.180539051783971	76	0.220708859941995	FMO2
4615	-11.1204890803012	5.33307055769178e-11	0	8.49768565531178e-08	MYD88
2140	-4.92773033670207	0.000110618956702894	16	6.75566009597286e-05	EYA3
8835	-5.39510677431603	5.8380645629112e-06	24	0.000420210555655167	SOCS2
27232	-3.13539010875851	0.00455122345376185	41	0.00704517624624933	GNMT
54952	-7.49348255796162	6.91066399486488e-06	6	2.54930569659353e-06	TRNAU1AP
5300	4.79374687323599	4.26993419787749e-05	184	0.00181646528567944	PIN1
203562	0.206489645866678	0.838839822476492	103	0.859488907226088	TMEM31
26824	0.264670739233172	0.795809188144977	113	0.862469971303316	RNU11
5253	-3.33302251118281	0.00862862474417	35	0.002939604398742	PHF2
83707	-5.19086423901651	1.13089759304895e-05	33	0.00214014213229027	TRPT1
5595	-1.87137497174663	0.0720695823136241	77	0.2360169307889	MAPK3
51162	3.71220216119661	0.00075962729795769	174	0.00806634313144815	EGFL7
5562	-4.0658112748247	0.000308476160958144	42	0.00806634313144815	PRKAA1
5691	-8.75696601142287	8.18456394633152e-09	0	8.49768565531178e-08	PSMB3
128387	-1.34507120179436	0.188628748919327	78	0.252032264012896	TATDN3
6647	-2.5597207733383	0.0166411544555654	52	0.0271331952742671	SOD1
100129196	0.552403678621847	0.590990877616039	121	0.629920266215496	MATN1-AS1
719	-10.4097964653351	1.14381013611795e-07	0	8.49768565531178e-08	C3AR1
705	-1.91225816963333	0.0677885226434164	63	0.0803276877542401	BYSL
9019	-11.7008440395553	6.78669496851223e-13	0	8.49768565531178e-08	MPZL1
599	5.54366252349537	3.79697210544481e-06	191	0.000512835329298066	BCL2L2
7007	0.685185362575483	0.503241609513578	108	1	TECTA
10645	6.72702667921258	1.32506060447093e-07	203	2.94869692239319e-05	CAMKK2
51206	-0.260221256064519	0.79764175846318	99	0.743381025177793	GP6
10914	-7.03717062263588	2.1197405870036e-07	11	1.59756490319861e-05	PAPOLA
1646	-1.37028841488004	0.18878374342133	88	0.45123858017269	AKR1C2
55116	-4.80481308246021	0.000184558116221619	21	0.000222979271595381	TMEM39B
4878	0.416408272547181	0.682903246122692	116	0.772722089139023	NPPA
123	-7.47411115913197	2.44840281328191e-08	0	8.49768565531178e-08	PLIN2
331	-2.44751245238584	0.0198873650712834	74	0.192169127738061	XIAP
254128	-1.78029822127938	0.109766610278122	55	0.0373488580385132	NIFK-AS1
8034	-0.293670178854372	0.77391244242646	109	0.984645361835704	SLC25A16
84924	-3.16826389414772	0.00662780078862552	37	0.00398329015092739	ZNF566
23438	-12.7080294007212	3.8342106645523e-11	0	8.49768565531178e-08	HARS2
6305	2.68238625476267	0.011625155858763	128	0.45123858017269	SBF1
10988	-6.39113939369923	3.18899714995245e-07	3	5.94837995871824e-07	METAP2
125061	2.32458040973097	0.0284860988287944	147	0.13241212755706	AFMID
4735	-4.8826320155198	0.00104459449100901	13	2.94869692239319e-05	SEPTIN2
2006	-11.2919214975374	1.71199475728385e-10	0	8.49768565531178e-08	ELN
134	3.63619100035175	0.000940204700373136	157	0.055602821571545	ADORA1
130827	-2.0201556341227	0.0684266174783381	65	0.095528517808175	TMEM182
147660	-5.9372971788056	1.58260302993109e-06	35	0.002939604398742	ZNF578
2037	1.4928262254282	0.146550507395639	118	0.714397543828938	EPB41L2
51533	3.26258825621658	0.00258868774743936	159	0.0457487353319323	PHF7
2150	-9.1722383462137	1.95071877120194e-06	1	1.69953713106236e-07	F2RL1
64766	-7.66359871905031	1.0217266267219e-05	1	1.69953713106236e-07	S100PBP
79770	-4.68655680671113	0.000704483546130107	16	6.75566009597286e-05	TXNDC15
79595	-7.16646936410753	9.11756330179256e-08	12	2.19240289907044e-05	SAP130
5800	2.60594625626279	0.013801615313978	138	0.252032264012896	PTPRO
23380	-0.478684804500262	0.635323218945491	82	0.323219076284574	SRGAP2
57541	1.90869630654781	0.0737693029749619	145	0.154394705601929	ZNF398
55608	-6.67722567375732	4.36793926373767e-06	8	5.69344938905889e-06	ANKRD10
55860	-1.95663937454516	0.0654278209424505	67	0.112838303488045	ACTR10
6999	1.50185745860988	0.15108640710443	146	0.143095078055492	TDO2
728118	0.758896375409566	0.454860179810789	111	0.923340508212588	NUTM2A
3600	-5.68021786098815	2.4642052232449e-05	14	3.93442845840935e-05	IL15
9644	2.05779576664818	0.0480966060701859	133	0.342802927622662	SH3PXD2A
64102	-4.02464924628851	0.000314372187029733	40	0.0061367736496965	TNMD
81491	6.16783698453678	5.95722250556836e-07	202	3.93442845840935e-05	GPR63
63908	5.05908170918838	1.71226124234394e-05	188	0.000905768313999682	NAPB
55789	2.28191506497679	0.0318126023538843	147	0.13241212755706	DEPDC1B
8291	2.26895326491488	0.042093193877658	165	0.0242874903020162	DYSF
348751	-3.85566570582098	0.00066998206320173	39	0.00532923858187223	FTCDNL1
6820	-0.179814224413536	0.859917663845871	97	0.685800367269974	SULT2B1
22803	-9.96163736136767	5.99740409746876e-10	0	8.49768565531178e-08	XRN2
509	-3.89561687728334	0.000600924478035681	36	0.00342788141649622	ATP5F1C
6233	-6.51693135789661	1.43020448133252e-06	11	1.59756490319861e-05	RPS27A
9849	-4.83649559765852	0.000715497814524009	18	0.000111574612654244	ZNF518A
92283	-0.460407075478273	0.651484789544189	102	0.832306586301221	ZNF461
4885	3.06646797796655	0.00440626280791333	145	0.154394705601929	NPTX2
79789	3.53249037182088	0.00244465195574017	179	0.00398329015092739	CLMN
8890	-8.92315518951001	7.47321983426938e-09	1	1.69953713106236e-07	EIF2B4
8840	-7.19924332614323	1.05005669253088e-05	4	1.01972227863741e-06	CCN4
79572	-1.73213802758827	0.097684409914688	68	0.12233412730043	ATP13A3
728431	-5.15660434763885	4.34776810549683e-05	25	0.000512835329298066	LINC01137
1491	3.50899629580025	0.00134167444125442	157	0.055602821571545	CTH
29889	-6.31810521898915	4.18190221723521e-07	11	1.59756490319861e-05	GNL2
54753	-0.445453790487738	0.659381769521872	81	0.304346566212692	ZNF853
284656	5.06238767688536	1.95639504637296e-05	180	0.00342788141649622	EPHA10
149175	1.99671208949621	0.0542302126809464	132	0.363101179393792	MANEAL
11212	-6.62752433487799	1.54229021476306e-07	20	0.000178366421904994	PLPBP
220134	-0.585247689926506	0.566181842579386	98	0.714397543828938	SKA1
22906	-2.78565403036099	0.00961750972318672	56	0.0413778657382662	TRAK1
91133	-5.1363109173215	1.73138950193574e-05	20	0.000178366421904994	L3MBTL4
170506	0.967365398304495	0.350881531291712	134	0.323219076284574	DHX36
2296	0.742075477052081	0.469125097102694	125	0.524279417500644	FOXC1
79647	-1.7499580047389	0.0898405060296704	62	0.0734687807775552	AKIRIN1
3394	-6.74236672709501	3.20647999346951e-05	8	5.69344938905889e-06	IRF8
51134	-1.1083822438289	0.291855492688685	75	0.20609403029085	CEP83
728448	-4.55854404724626	0.00074012016920044	20	0.000178366421904994	PPIEL
26123	-10.9272898544047	1.79489537035967e-12	0	8.49768565531178e-08	TCTN3
5867	2.38700400407343	0.0228742518522663	137	0.268754349752845	RAB4A
57478	9.5428871644852	5.30017941715614e-11	214	3.39907426212471e-07	USP31
23595	-10.1504489365579	6.60196838527482e-08	0	8.49768565531178e-08	ORC3
79858	-4.16025137795299	0.000347560394122404	34	0.0025129356019888	NEK11
64744	2.57311412594757	0.0179295936565767	158	0.0504848354550638	SMAP2
7549	-3.50565113040882	0.00563366165881651	33	0.00214014213229027	ZNF2
6843	4.9830200305183	0.000132409083302299	197	0.000141486466160941	VAMP1
1649	-6.53446713767925	2.49603934227285e-07	5	1.61456027450924e-06	DDIT3
100130557	-2.1162151076313	0.0622660014442721	50	0.0216937417094454	NFYC-AS1
7095	-0.86963020745277	0.391051607789649	86	0.405799500506037	SEC62
4802	-5.70513921658568	3.60151211448847e-06	16	6.75566009597286e-05	NFYC
83658	-4.0789501371031	0.000404672146054987	37	0.00398329015092739	DYNLRB1
126668	-4.11045140407052	0.000310892228940458	41	0.00704517624624933	TDRD10
1638	-2.207816864853	0.0344279450025076	64	0.0876756365403882	DCT
8405	-7.0099586464746	4.29632642084317e-06	3	5.94837995871824e-07	SPOP
7029	-6.03899042082845	8.61301389978924e-07	18	0.000111574612654244	TFDP2
100287718	2.01584510599961	0.053361710555847	157	0.0557767623230798	ANKRD66
272	-1.94567786457063	0.0670301721238087	62	0.0734687807775552	AMPD3
26298	-0.515387175425207	0.60971998069258	100	0.772722089139023	EHF
80271	-4.99977977371443	0.000272016323219937	17	8.71012779669457e-05	ITPKC
84217	-7.05416404129297	4.34263526876316e-07	7	3.8239585448903e-06	ZMYND12
55154	-3.75512722972429	0.0013732026998608	32	0.00181646528567944	MSTO1
51058	-10.3880643106027	3.17580623033051e-10	0	8.49768565531178e-08	ZNF691
440584	-3.37074141546567	0.00446030078018397	42	0.00806634313144815	SLC2A1-AS1
151258	-4.05327857817035	0.000334342688929407	43	0.00920911189837448	SLC38A11
10089	2.16620362592192	0.0467320686063799	155	0.06707410236822	KCNK7
80213	4.01470215689739	0.000324277413441382	158	0.0504848354550638	TM2D3
64834	-0.634312730638011	0.543044535044074	88	0.45123858017269	ELOVL1
953	-2.3438056185593	0.0279739996800683	64	0.0876756365403882	ENTPD1
254552	-3.25890504639468	0.00817576227843014	35	0.002939604398742	NUDT8
