t.statistic	t.pvalue	Wilcoxon.statistic	Wilcoxon.pvalue	Gene
406	3.02299500879752	0.0139639024168573	177	0.00532923858187223	ARNTL
9651	3.58402619932513	0.00180120885357854	171	0.0119098463533457	PLCH2
100133445	-3.46420447620321	0.00184426614214862	23	0.000342116824482852	TNFRSF14-AS1
4345	3.44591985961168	0.00201770607409309	164	0.0271331952742671	CD200
55329	-6.03187771104083	1.49738675484295e-06	0	8.49768565531178e-08	MNS1
51400	3.80086579395939	0.00134736106017313	178	0.00461483814883017	PPME1
2898	1.06114588633961	0.296616468332371	125	0.524279417500644	GRIK2
54965	-0.955287791095693	0.347242007237486	103	0.862469971303316	PIGX
57113	0.270279029468497	0.791149566331092	129	0.413347386087811	TRPC7
8515	-3.61683221817742	0.000987335758647641	45	0.0119098463533457	ITGA10
1677	-3.55650431310135	0.00148329598609237	40	0.0061367736496965	DFFB
5108	1.32692003458295	0.197832103391124	129	0.428180789961854	PCM1
84190	-3.20770652998296	0.00684375678201929	42	0.00806634313144815	METTL25
57795	0.875914525034452	0.387443497967862	130	0.405799500506037	BRINP2
79022	-4.58105950724006	9.6940761457517e-05	8	5.69344938905889e-06	TMEM106C
57509	0.486835913733379	0.636625739761246	104	0.892831522334892	MTUS1
57449	0.383751196208099	0.70364322887732	149	0.112838303488045	PLEKHG5
10221	-2.17956819488389	0.0366545609284375	78	0.252032264012896	TRIB1
121551	1.28001771132085	0.214164413860596	131	0.384100405254629	BTBD11
90326	-6.08107839623667	8.6328131743001e-07	17	8.71012779669457e-05	THAP3
8737	-8.96099464553948	3.1806383787957e-10	0	8.49768565531178e-08	RIPK1
493861	3.25764349977121	0.00363201961602019	166	0.0216937417094454	EID3
10217	-1.69192380102695	0.113939561560928	66	0.103911144799714	CTDSPL
493856	0.976801866036047	0.341553742852086	128	0.45123858017269	CISD2
29114	5.72504206406998	1.01378303643831e-05	195	0.000222979271595381	TAGLN3
23261	6.4966107251827	3.7629335809381e-06	206	1.1556852491224e-05	CAMTA1
908	-4.12517623049891	0.000259523264888035	37	0.00398329015092739	CCT6A
7110	-0.162255105959631	0.873700375742309	106	0.953962343355787	TMF1
9885	1.62902713016456	0.115864911114866	133	0.342802927622662	OSBPL2
3633	-4.50820551475495	0.000237769037411342	19	0.000141486466160941	INPP5B
5763	-5.84565430805632	2.77157922139148e-06	0	8.49768565531178e-08	PTMS
23327	-2.35856641898303	0.024427602148276	79	0.268754349752845	NEDD4L
8394	-6.45742700563939	2.96258287007833e-07	27	0.00075280997220407	PIP5K1A
151112	1.95023515242277	0.0646814715979108	158	0.0491360556050985	ZSWIM2
1176	1.13504648720575	0.264570479435021	133	0.342802927622662	AP3S1
4897	1.13363809744525	0.272216382503042	128	0.45123858017269	NRCAM
100526833	3.51214659789916	0.00138177971426914	157	0.055602821571545	GP1BB
5066	-5.3336369357256	1.13055060506305e-05	9	8.15777822909931e-06	PAM
11243	-7.15482225832748	2.550180659553e-07	6	2.54930569659353e-06	PMF1
25953	4.50878027950521	0.00147430019952148	204	2.19240289907044e-05	PNKD
90355	3.55251146746976	0.00135415479258024	143	0.178917496819741	C5orf30
84689	-2.82898952020505	0.00886436988045417	2	3.39907426212471e-07	MS4A14
115752	-6.04064554081345	9.47001212104217e-07	32	0.00181646528567944	DIS3L
378708	-4.73889851521343	3.97365186448859e-05	22	0.00027719450607627	CENPS
100526739	-2.30811648036345	0.0417235018071175	54	0.0336455666299283	CENPS-CORT
963	-6.13561795123814	1.30552606345097e-06	1	1.69953713106236e-07	CD53
118738	2.22310079126509	0.0331714194243336	177	0.00532923858187223	ZNF488
154881	-3.76978317119544	0.00112210047534547	39	0.00532923858187223	KCTD7
3298	-4.39926848914351	0.000252096271728368	33	0.00214014213229027	HSF2
55898	-9.05614712356548	9.60682437010937e-10	0	8.49768565531178e-08	UNC45A
4665	-2.53917448542015	0.0184618060672331	65	0.095528517808175	NAB2
57531	4.43229982657427	0.00100001736295205	197	0.000141486466160941	HACE1
89887	-1.62832398640886	0.129462583942643	74	0.192169127738061	ZNF628
88745	-5.47403596390375	5.15101306375564e-06	17	8.71012779669457e-05	RRP36
93611	2.60685557803022	0.0136127715147238	136	0.286193895092672	FBXO44
26047	3.92921325251412	0.00176304103513281	185	0.00153544682105828	CNTNAP2
10367	-1.90604213638127	0.0762809897855806	65	0.095528517808175	MICU1
9639	-2.29467365075627	0.0333402936410259	58	0.0504848354550638	ARHGEF10
64072	-2.77856123385384	0.0089975049976956	40	0.0061367736496965	CDH23
1185	1.35046534104089	0.200150605672078	142	0.192169127738061	CLCN6
11069	3.62088282154947	0.00102893284941286	170	0.0134927952372171	RAPGEF4
6608	-6.78356316356028	1.16109939119118e-07	10	1.1556852491224e-05	SMO
677882	-0.277645183259737	0.784256889610358	113	0.85934220718695	SNORA59B
100130539	-3.73458540783745	0.000861731738726602	79	0.268754349752845	C10orf142
3077	-6.62412185792983	3.67426695701497e-07	1	1.69953713106236e-07	HFE
1933	-4.89743846729401	3.27010104787814e-05	26	0.000623050312247459	EEF1B2
55466	2.46356257621017	0.0199528177904924	152	0.0876756365403882	DNAJA4
1738	-2.38979183693348	0.0231994135457683	69	0.13241212755706	DLD
56886	-4.94405785292091	2.96537656425128e-05	25	0.000512835329298066	UGGT1
200197	-0.925314849159364	0.363238378366744	99	0.743381025177793	TMEM51-AS1
7398	-1.43700060748232	0.161387546403311	69	0.13241212755706	USP1
3945	-1.95667069665839	0.0589000272110401	69	0.13241212755706	LDHB
160418	-1.3071899225131	0.206434018801532	91	0.524279417500644	TMTC3
8883	-6.54843727267184	7.73249438649545e-07	13	2.94869692239319e-05	NAE1
2922	-2.82438382609638	0.00895898795002641	21	0.000222979271595381	GRP
55024	-4.74771883698978	5.96963819123783e-05	25	0.000512835329298066	BANK1
729614	-1.50829447169181	0.153961323826613	65	0.095528517808175	FLJ37453
10000	3.04779830332933	0.0124508199399381	177	0.00532923858187223	AKT3
8148	-4.87533372951294	3.00883959349185e-05	38	0.00461483814883017	TAF15
84525	3.44133056426983	0.00383628370502092	185	0.00153544682105828	HOPX
646960	0.628909793379203	0.533780177262104	160	0.04255126957849	PRSS56
1188	-2.50972019355176	0.0177169453826544	60	0.0611270820392066	CLCNKB
6397	-1.15378024468396	0.268173597953625	81	0.304346566212692	SEC14L1
127687	-3.32231219363298	0.00265408033153222	53	0.030245472645525	C1orf122
123904	-1.25980770731979	0.226803406643795	75	0.20609403029085	NRN1L
55707	-8.16300356457182	2.12350318968018e-09	2	3.39907426212471e-07	NECAP2
114819	-3.94983484984801	0.000632036893133065	35	0.002939604398742	CROCCP3
11209	-4.20630917951273	0.000197645757904165	21	0.000222979271595381	MST1P2
5178	4.17626514639527	0.000811789960991433	185	0.00153544682105828	ZIM2
8825	1.95520400021172	0.0787287853645105	155	0.06707410236822	LIN7A
79659	-7.42907554017375	1.37284655758098e-07	6	2.54930569659353e-06	DYNC2H1
8653	-1.59099670380476	0.13342819156121	59	0.055602821571545	DDX3Y
253725	-8.49943951067324	1.1520395214555e-09	1	1.69953713106236e-07	WASHC2C
90313	-6.77663723621445	1.47598932905488e-07	2	3.39907426212471e-07	TP53I13
219844	2.31527247264735	0.027032504652711	139	0.2360169307889	HYLS1
23710	3.94045391639025	0.00159441841270937	187	0.00108438966647434	GABARAPL1
1235	0.300944164000094	0.766304636391133	134	0.323219076284574	CCR6
9987	-2.91360746766301	0.00665303639968222	72	0.166332509341081	HNRNPDL
3184	-8.57061970262333	7.55162426617775e-10	15	5.17509056408487e-05	HNRNPD
3183	-8.90753962198523	2.97951901719704e-10	0	8.49768565531178e-08	HNRNPC
55160	-6.38158977138852	7.15193508603199e-07	0	8.49768565531178e-08	ARHGEF10L
84699	8.77181286355359	7.2667806715278e-07	212	4.12315960578319e-05	CREB3L3
27342	-1.85851093852875	0.0765713756638099	73	0.178917496819741	RABGEF1
55722	2.61343933560601	0.0138790703755992	147	0.13241212755706	CEP72
55172	-3.80694813907844	0.000629207531499312	46	0.0134927952372171	DNAAF2
22905	-0.158713903895982	0.876566533832492	104	0.892831522334892	EPN2
8029	-5.47720450206596	9.34794272805136e-06	5	1.61456027450924e-06	CUBN
1496	0.585551059865443	0.5628145951065	127	0.474950352271559	CTNNA2
9371	-0.452897925843355	0.657060791699366	104	0.892831522334892	KIF3B
2796	-3.1850060786295	0.00317499243938109	31	0.00153544682105828	GNRH1
100506730	-2.85647731507047	0.0109212138727642	47	0.0152471424407563	LOC100506730
440574	4.02740344091079	0.000530184732328853	175	0.00704517624624933	MICOS10
114548	-3.80874782700638	0.000738761607046568	7	3.8239585448903e-06	NLRP3
644068	-4.60307574577723	5.92002425343844e-05	25	0.000512835329298066	RPS14P3
23090	0.0224377360153976	0.982368691757143	111	0.923340508212588	ZNF423
91689	-5.29607116261617	9.27561560843689e-06	17	8.71012779669457e-05	SMDT1
1308	1.72171822051788	0.116541636387788	160	0.0413778657382662	COL17A1
929	-6.88576317338269	1.81933573289438e-07	5	1.61456027450924e-06	CD14
286223	-5.48354982839837	4.60582378408692e-06	22	0.00027719450607627	C9orf47
339505	-3.02680222533017	0.00487880500353079	82	0.316437896123423	LINC01141
6611	-2.5111168208253	0.0171194320446271	76	0.220708859941995	SMS
3192	-4.20277952954744	0.000566783704857232	25	0.000512835329298066	HNRNPU
57466	-5.05590736393323	3.42184316521182e-05	17	8.71012779669457e-05	SCAF4
54207	0.231537899607173	0.818327462965741	136	0.286193895092672	KCNK10
5532	3.5439595133531	0.00324358361100734	178	0.00461483814883017	PPP3CB
51029	-5.75838869070041	3.99036257792143e-06	0	8.49768565531178e-08	DESI2
51375	-6.58544509748782	3.18075114250942e-07	2	3.39907426212471e-07	SNX7
51083	-0.212441821848263	0.833239852677207	132	0.354738014054754	GAL
128346	-4.53538844041708	0.000109617802847583	3	5.94837995871824e-07	C1orf162
9737	2.80006485543064	0.014268368819808	169	0.0152471424407563	GPRASP1
100505876	-1.54597621315189	0.141774489804604	81	0.304346566212692	CEBPZOS
7265	-2.88432477929508	0.0106909946512551	52	0.0271331952742671	TTC1
23593	-7.07798542263761	6.79977812923099e-08	4	1.01972227863741e-06	HEBP2
10590	-2.9688748250779	0.00612961877651415	56	0.0430470948573717	SCGN
1241	-5.52442222227214	5.41757500707917e-06	12	2.19240289907044e-05	LTB4R
84516	2.39304699044117	0.0399044300372339	161	0.0373488580385132	DCTN5
5930	-3.43556176290737	0.00250205999602845	34	0.0025129356019888	RBBP6
8736	-7.40021657973733	3.21583115424134e-08	5	1.61456027450924e-06	MYOM1
178	-4.5115511937581	7.75419085702229e-05	14	3.93442845840935e-05	AGL
9923	-2.92517815188137	0.00799355231519671	55	0.0373488580385132	ZBTB40
2617	-0.441610947683831	0.664580091514882	108	1	GARS
60680	2.3489075992862	0.0251608011795471	137	0.268754349752845	CELF5
60678	-9.40940007166094	8.63161135599449e-11	0	8.49768565531178e-08	EEFSEC
30813	-1.29907897457564	0.203212954339557	101	0.802374253372094	VSX1
60673	0.207352374007005	0.838056415913924	122	0.602702943853242	ATG101
2972	-1.38036244570164	0.178333534230967	74	0.192169127738061	BRF1
148898	-4.35188950425448	0.000122894395095636	27	0.00075280997220407	ZNF436-AS1
92140	-4.08973287866988	0.000268728852753656	43	0.00920911189837448	MTDH
100506963	-3.47919801332283	0.00169457306628935	52	0.0271331952742671	ELOA-AS1
55140	-0.679567981818235	0.50510905155727	99	0.743381025177793	ELP3
11313	-3.82627453558659	0.000553603601593938	36	0.00342788141649622	LYPLA2
153020	-0.834590658063955	0.410169737676187	99	0.743381025177793	RASGEF1B
51374	-7.38545244629801	4.73147922927625e-08	0	8.49768565531178e-08	ATRAID
81929	6.02623395626402	0.00010603328728952	203	2.94869692239319e-05	SEH1L
1844	3.43774836108067	0.00404339380740258	179	0.00398329015092739	DUSP2
51599	-3.70630618738558	0.000915081977647595	25	0.000512835329298066	LSR
10276	-0.853865346774425	0.4015340057077	101	0.802374253372094	NET1
90529	5.17784739057546	0.000156752061503545	200	6.75566009597286e-05	STPG1
57185	4.19536539454314	0.000298737997160736	197	0.000141486466160941	NIPAL3
476	3.00655601264944	0.0148465087860938	179	0.00398329015092739	ATP1A1
11123	-0.531004634496138	0.601118735434026	106	0.953962343355787	RCAN3
8747	0.703407637880982	0.493229834724874	130	0.405799500506037	ADAM21
79036	-8.16334154530776	9.45366190735939e-09	1	1.69953713106236e-07	KXD1
91833	-1.76097366697073	0.101784730375609	65	0.095528517808175	WDR20
55778	-0.27289151357277	0.786805402949951	103	0.862469971303316	ZNF839
84879	-1.91763669390688	0.0791016623211704	53	0.030245472645525	MFSD2A
6934	-2.67298795144032	0.0169732145827829	57	0.0457487353319323	TCF7L2
122481	-3.03919545157077	0.00505765797462547	65	0.095528517808175	AK7
79912	-2.06014050239048	0.0492111317700221	74	0.192169127738061	PYROXD1
1606	-0.978714661588874	0.338946770335815	89	0.474950352271559	DGKA
54675	-7.00421385487748	1.13586399086557e-07	0	8.49768565531178e-08	CRLS1
8717	-5.95963394398428	1.74241845240514e-06	3	5.94837995871824e-07	TRADD
10250	-2.23967836864438	0.0379930432143887	60	0.0611270820392066	SRRM1
27315	-4.26605816190924	0.00113810045080893	20	0.000178366421904994	PGAP2
7326	-0.963908929928152	0.342190042049784	93	0.576002705663113	UBE2G1
1806	-4.72039620706449	6.59003992200877e-05	51	0.0242874903020162	DPYD
4916	-1.59235493029259	0.120930973691337	86	0.405799500506037	NTRK3
10213	-2.83109916285264	0.00808773664307045	49	0.0193323198426908	PSMD14
55219	-0.196057276310418	0.846542500233873	103	0.862469971303316	MACO1
1281	-3.54855973869601	0.00146581990002543	29	0.00108438966647434	COL3A1
56181	-4.18514407612102	0.000198661512334273	30	0.0012932627798819	MTFR1L
646471	-2.28449033373079	0.0290026545278453	66	0.103911144799714	LOC646471
2176	-8.37687079573717	1.31425312697563e-09	6	2.54930569659353e-06	FANCC
2036	0.927431297071537	0.366727774936249	131	0.384100405254629	EPB41L1
149420	2.05877956302211	0.0514795265460647	147	0.13241212755706	PDIK1L
22983	2.28407319440592	0.0296396389561756	142	0.192169127738061	MAST1
91445	-7.41129765184026	3.11457738032986e-08	0	8.49768565531178e-08	RNF185
654	0.280136223355424	0.781644181364846	138	0.252032264012896	BMP6
120526	-0.914109781238574	0.371619325314349	92	0.549855411878575	DNAJC24
91544	-3.6602521251953	0.00102017197025637	39	0.00532923858187223	UBXN11
30820	-0.151863614746107	0.880311311445778	113	0.862469971303316	KCNIP1
440097	-4.04848730855743	0.000293691576517189	60	0.0611270820392066	DBX2
50485	-6.28357746365436	4.80809776852166e-07	0	8.49768565531178e-08	SMARCAL1
7073	-3.65878670022962	0.000884928213553331	35	0.002939604398742	TIAL1
55650	-9.46497828440758	1.22871793847654e-10	0	8.49768565531178e-08	PIGV
1983	0.440954339785588	0.663621536535063	115	0.802374253372094	EIF5
84787	-4.34374952501765	0.000160190306421063	15	5.17509056408487e-05	KMT5C
55131	-6.438245048187	2.97695810184889e-07	6	2.54930569659353e-06	RBM28
644961	-9.82234146437818	5.72230013580519e-11	0	8.49768565531178e-08	ACTG1P20
29106	3.95838277946245	0.0003821619474953	156	0.0611270820392066	SCG3
79868	-2.79995829041571	0.00851729291642712	70	0.143095078055492	ALG13
57761	-2.25108209246926	0.0315588776122554	76	0.220708859941995	TRIB3
3416	-8.55870021882397	1.91483147862303e-09	0	8.49768565531178e-08	IDE
2327	-2.03752508550804	0.0518732020416575	76	0.220708859941995	FMO2
4615	-5.77425264569677	4.17948454135592e-06	0	8.49768565531178e-08	MYD88
2140	-5.3053180989006	8.75613237346479e-06	16	6.75566009597286e-05	EYA3
8835	-4.07023504772113	0.000372367657111696	24	0.000420210555655167	SOCS2
27232	-4.00486265913298	0.000345378599062868	41	0.00704517624624933	GNMT
54952	-7.51909683393622	8.00481076746672e-08	6	2.54930569659353e-06	TRNAU1AP
5300	4.47254696635856	0.000220321694385837	184	0.00181646528567944	PIN1
203562	-0.26530125789971	0.79425883394942	103	0.859488907226088	TMEM31
26824	0.0174692720150533	0.98628118014332	113	0.862469971303316	RNU11
5253	-3.27511219800602	0.00829600029442298	35	0.002939604398742	PHF2
83707	-4.15655687689109	0.000269392757305291	33	0.00214014213229027	TRPT1
5595	-2.28003974174755	0.0294796256671323	77	0.2360169307889	MAPK3
51162	2.97253053679587	0.00638087492453335	174	0.00806634313144815	EGFL7
5562	-4.03463829475106	0.000308464640669371	42	0.00806634313144815	PRKAA1
5691	-7.68630742804772	8.14874177242093e-09	0	8.49768565531178e-08	PSMB3
128387	-1.78150691484855	0.0843434828829596	78	0.252032264012896	TATDN3
6647	-2.93856177934428	0.00664835292950795	52	0.0271331952742671	SOD1
100129196	0.331536619504158	0.746426039191093	121	0.629920266215496	MATN1-AS1
719	-5.25066758397493	1.68752394197336e-05	0	8.49768565531178e-08	C3AR1
705	-2.20274793495329	0.0347246134885758	63	0.0803276877542401	BYSL
9019	-7.46094807546625	3.97789247080109e-08	0	8.49768565531178e-08	MPZL1
599	5.53000170874935	5.47212307920266e-06	191	0.000512835329298066	BCL2L2
7007	0.200209431968232	0.844871969845778	108	1	TECTA
10645	5.36670194609127	0.000277078861057684	203	2.94869692239319e-05	CAMKK2
51206	-0.943108542601436	0.357710250063213	99	0.743381025177793	GP6
10914	-6.69758634017697	1.4267104898983e-07	11	1.59756490319861e-05	PAPOLA
1646	-1.91852820521869	0.0637650566116043	88	0.45123858017269	AKR1C2
55116	-4.98383823000385	6.30999864295171e-05	21	0.000222979271595381	TMEM39B
4878	-0.213311647682322	0.834476043414326	116	0.772722089139023	NPPA
123	-3.11447094071195	0.00444622173767146	0	8.49768565531178e-08	PLIN2
331	-2.64088622726424	0.0125388627150796	74	0.192169127738061	XIAP
254128	-1.22372853144959	0.251644975853465	55	0.0373488580385132	NIFK-AS1
8034	-0.515465666310619	0.613086349757269	109	0.984645361835704	SLC25A16
84924	-3.49785204287289	0.00292186169160196	37	0.00398329015092739	ZNF566
23438	-10.9861378634614	1.46976423930278e-12	0	8.49768565531178e-08	HARS2
6305	2.10838081110323	0.0427087197269866	128	0.45123858017269	SBF1
10988	-3.64634580786479	0.00113517613324761	3	5.94837995871824e-07	METAP2
125061	1.15781200404243	0.263785909575182	147	0.13241212755706	AFMID
4735	-5.34163550242885	8.45196802730662e-05	13	2.94869692239319e-05	SEPTIN2
2006	-4.81069197135307	5.4365292449167e-05	0	8.49768565531178e-08	ELN
134	2.93417891939535	0.00697803097085061	157	0.055602821571545	ADORA1
130827	-2.34898565179146	0.0285390160282951	65	0.095528517808175	TMEM182
147660	-5.89544059807386	1.42084660609121e-06	35	0.002939604398742	ZNF578
2037	0.736380856636536	0.471492589942367	118	0.714397543828938	EPB41L2
51533	2.683175078868	0.0113457828109349	159	0.0457487353319323	PHF7
2150	-7.40760677478636	4.69847294274766e-08	1	1.69953713106236e-07	F2RL1
64766	-8.06692843796309	6.41669887223424e-09	1	1.69953713106236e-07	S100PBP
79770	-5.12014025967386	0.000128897895033614	16	6.75566009597286e-05	TXNDC15
79595	-6.95037430378976	6.60642505873814e-08	12	2.19240289907044e-05	SAP130
5800	0.701455730766332	0.490664881615944	138	0.252032264012896	PTPRO
23380	-1.55724192430427	0.129039438001124	82	0.323219076284574	SRGAP2
57541	1.67563907234608	0.114365060815951	145	0.154394705601929	ZNF398
55608	-5.6529616429848	2.71601243598486e-06	8	5.69344938905889e-06	ANKRD10
55860	-2.25085019227517	0.0341272887087782	67	0.112838303488045	ACTR10
6999	-0.0169336554577253	0.986597135768736	146	0.143095078055492	TDO2
728118	-0.113925767911837	0.910427554303683	111	0.923340508212588	NUTM2A
3600	-5.02272432015944	2.49702612911055e-05	14	3.93442845840935e-05	IL15
9644	1.2741831370864	0.214301768594906	133	0.342802927622662	SH3PXD2A
64102	-3.7914313516847	0.000746086699705472	40	0.0061367736496965	TNMD
81491	5.20679901662274	0.000334451309294555	202	3.93442845840935e-05	GPR63
63908	4.32034097714013	0.000833142536171716	188	0.000905768313999682	NAPB
55789	1.41158418989533	0.176070397305977	147	0.13241212755706	DEPDC1B
8291	1.52250205850087	0.163602376907368	165	0.0242874903020162	DYSF
348751	-3.47553272390199	0.00153000913410976	39	0.00532923858187223	FTCDNL1
6820	-0.611511436924312	0.549960782401757	97	0.685800367269974	SULT2B1
22803	-8.88972034216595	3.31452652829992e-10	0	8.49768565531178e-08	XRN2
509	-3.87315648757196	0.000481811857489023	36	0.00342788141649622	ATP5F1C
6233	-5.53644583228945	4.16350018486467e-06	11	1.59756490319861e-05	RPS27A
9849	-5.06465083617361	0.000232518924441698	18	0.000111574612654244	ZNF518A
92283	-0.693897556621192	0.497299297391528	102	0.832306586301221	ZNF461
4885	0.134899001286343	0.893530195389763	145	0.154394705601929	NPTX2
79789	1.89381856243069	0.0845043140720802	179	0.00398329015092739	CLMN
8890	-7.901175531918	4.29564876488143e-09	1	1.69953713106236e-07	EIF2B4
8840	-5.57420631189189	6.0437671190572e-06	4	1.01972227863741e-06	CCN4
79572	-2.0086768601026	0.0551275363587307	68	0.12233412730043	ATP13A3
728431	-5.55598510591101	4.24818869474709e-06	25	0.000512835329298066	LINC01137
1491	2.94023325205993	0.00726152953357736	157	0.055602821571545	CTH
29889	-5.5777231001841	4.47004014836292e-06	11	1.59756490319861e-05	GNL2
54753	-1.26275218127897	0.216907052879077	81	0.304346566212692	ZNF853
284656	4.22648224191965	0.000275611518243191	180	0.00342788141649622	EPHA10
149175	0.774661844089052	0.444204626492538	132	0.363101179393792	MANEAL
11212	-6.40459974494279	3.42058558473929e-07	20	0.000178366421904994	PLPBP
220134	-1.15964202975412	0.254992326406966	98	0.714397543828938	SKA1
22906	-2.94213003159234	0.00592619335013607	56	0.0413778657382662	TRAK1
91133	-3.84837405334309	0.000681543066252033	20	0.000178366421904994	L3MBTL4
170506	0.952198310362669	0.35983542125452	134	0.323219076284574	DHX36
2296	0.146902104625337	0.8850065566608	125	0.524279417500644	FOXC1
79647	-2.216638311732	0.0339249974945578	62	0.0734687807775552	AKIRIN1
3394	-6.13521830702269	9.40053415024452e-07	8	5.69344938905889e-06	IRF8
51134	-1.06797995479392	0.307923394860936	75	0.20609403029085	CEP83
728448	-4.31585541499224	0.000137573713493743	20	0.000178366421904994	PPIEL
26123	-8.86788131006936	8.06633006208162e-10	0	8.49768565531178e-08	TCTN3
5867	2.09966730101351	0.0440749136335976	137	0.268754349752845	RAB4A
57478	9.42416710632773	5.75278282196152e-08	214	3.39907426212471e-07	USP31
23595	-10.4781085215885	3.45420490841538e-10	0	8.49768565531178e-08	ORC3
79858	-4.89935402136093	2.48289188683698e-05	34	0.0025129356019888	NEK11
64744	2.27676574481487	0.0391733515499594	158	0.0504848354550638	SMAP2
7549	-3.75761037415569	0.00262655065091189	33	0.00214014213229027	ZNF2
6843	3.31851990900479	0.0108486599791212	197	0.000141486466160941	VAMP1
1649	-4.07847799771976	0.00036633418338182	5	1.61456027450924e-06	DDIT3
100130557	-1.81823975509482	0.0950169678213833	50	0.0216937417094454	NFYC-AS1
7095	-1.37186009643447	0.179606977748895	86	0.405799500506037	SEC62
4802	-5.26632316636365	8.41019273641539e-06	16	6.75566009597286e-05	NFYC
83658	-4.08753037622898	0.000292040984468583	37	0.00398329015092739	DYNLRB1
126668	-3.57510890684322	0.00130034150839749	41	0.00704517624624933	TDRD10
1638	-2.32053027429423	0.0283396495776368	64	0.0876756365403882	DCT
8405	-6.18977389916355	7.55605182614158e-07	3	5.94837995871824e-07	SPOP
7029	-5.58398766086024	4.15280803796065e-06	18	0.000111574612654244	TFDP2
100287718	-0.111120097042485	0.912210131178886	157	0.0557767623230798	ANKRD66
272	-2.4621397027578	0.0213061663309663	62	0.0734687807775552	AMPD3
26298	-2.07350146984013	0.0476879326450471	100	0.772722089139023	EHF
80271	-4.54213386448904	0.000141304440026723	17	8.71012779669457e-05	ITPKC
84217	-6.16110891165147	1.05281687874572e-06	7	3.8239585448903e-06	ZMYND12
55154	-3.81269075768427	0.00068301684490355	32	0.00181646528567944	MSTO1
51058	-8.66417695853655	1.23670158476886e-09	0	8.49768565531178e-08	ZNF691
440584	-3.65570174726467	0.00116184867929118	42	0.00806634313144815	SLC2A1-AS1
151258	-3.27348894534915	0.00298840321559563	43	0.00920911189837448	SLC38A11
10089	1.6854185689106	0.120006937145767	155	0.06707410236822	KCNK7
80213	3.55672272398099	0.00129316713555221	158	0.0504848354550638	TM2D3
64834	0.00327373863177975	0.997445995945924	88	0.45123858017269	ELOVL1
953	-2.88455431708517	0.00747773965372832	64	0.0876756365403882	ENTPD1
254552	-3.2590660096366	0.0046533892469233	35	0.002939604398742	NUDT8
9177	4.26852451111422	0.0031356877623137	202	0.000202227627435454	HTR3B
